"","amacrine.cell","microglial.cell","Muller.cell","retinal.bipolar.neuron.type.A","retinal.bipolar.neuron.type.B","retinal.bipolar.neuron.type.C","retinal.bipolar.neuron.type.D","retinal.cone.cell","retinal.ganglion.cell","retinal.rod.cell.type.A","retinal.rod.cell.type.B","retinal.rod.cell.type.C"
"CLDN7",0.020421535,0.082035325,0.038828447,0.020897678,0.011791309,0,0,0.297704937,0.045725194,0.236329441,0.205380588,0.107223806
"ZNF329",0.1220035,0,0.046152981,0.092032261,0.09440261,0.090228658,0.053882784,0.099180341,0,0.038738449,0.05188939,0.020145062
"ZNF101",0.065208202,0,0.09101054,0.042361862,0.036586047,0.017748613,0.018646573,0.073578544,0,0.065935433,0.080460404,0
"C5orf24",1.297852798,0.516358792,0.507394824,0.829146173,0.871676534,0.860838928,0.746451683,0.99798099,0.395285731,0.730485464,0.592581553,0.594070785
"AP003774.1",0.053886414,0.089748134,0.0168634,0,0.006823925,0,0,0.008952811,0,0.002584839,0.000510482,0
"ADO",0.258286992,0.044594775,0.138202985,0.240051988,0.204879142,0.217237523,0.181968637,0.201183045,0.115910723,0.144413874,0.095281645,0.113170157
"COA4",0.613402216,0.293378442,0.514238267,0.637807798,0.461899543,0.430631324,0.525048404,0.366694157,0.241871792,0.238140963,0.219489317,0.180848043
"OR4P4",0,0,0,0.00492385,0.007255398,0,0,0,0,0,0,0
"PRKAG1",0.601336263,0.587330958,0.520952569,0.743413565,0.544143941,0.395555479,0.492700709,0.519458247,0.538415916,0.376020483,0.362919244,0.269408805
"GINS3",0.046201665,0.062548829,0.035363798,0.040177187,0.049840801,0.030248082,0.036828247,0.050802983,0,0.039498211,0.035369708,0.023048076
"NEUROG1",0.011203932,0,0.0112426,0.03658231,0.345939357,0.00954438,0.895822661,0.025413568,0,0.000555559,0.00110776,0.02367316
"CCDC149",0.210336052,0.021436275,0.104832584,0.112334904,0.1026435,0.207894347,0.165762122,0.061548374,0.134048893,0.070940841,0.083928365,0.134577509
"MRPS11",0.720182814,0.369689117,0.619493723,0.83753582,0.673864847,0.648859002,0.660882023,0.780896692,1.020522719,0.396928876,0.406771874,0.299885578
"AC117395.1",0.024268816,0,0,0.004262437,0,0.00742261,0.008231713,0.009555406,0,0.001464898,0.002754329,0
"SNRPE",1.492790416,1.267688462,1.239533024,1.531798242,1.225232709,1.095338936,1.371000155,1.240953187,1.791978953,1.241552247,0.825482499,0.644852768
"RTKN2",0.05967949,0,0.010785077,0.038040153,0.02787034,0.035204216,0.010182915,0,0,0,0.000942502,0
"PNMA8A",1.173727807,0.038852389,0.387038353,0.398432364,0.523655211,0.331323172,0.501911231,0.531005228,0.150526315,0.140691811,0.092479194,0.046407764
"CHST15",0,0.213432065,0,0.285860004,0.014160171,0.047361902,0.010392745,0,0,0,0.001220493,0
"USH1G",0,0,0.109681929,0,0.013037979,0,0,0,0,0.000535944,0.000643298,0
"TRPC2",0,0.052334268,0,0,0,0,0,0,0,0,0,0
"MGAT4C",0.392310989,0,0.005036025,0.58305648,0.045161674,0.018156415,0.145753933,0.005404579,0.064942844,0.002384016,0.001171338,0
"IDH2",0.351865612,0.704542138,0.180301207,0.112088529,0.142657449,0.092374452,0.098912417,0.048636539,0,0.071776071,0.065067267,0.050257746
"OR52A1",0,0,0.004240897,0,0,0,0.010457183,0,0,0.000642418,0.001822813,0
"TMEM259",0.649962631,0.373325533,0.388229455,0.525209278,0.358608421,0.344759054,0.278552157,0.531850113,0.060326058,0.234469684,0.26453982,0.276273715
"WRB",1.399870068,0.713538294,1.519353238,1.475603252,1.083618274,1.485675221,0.969562085,2.353116376,0.687528622,2.912838307,2.436942377,2.107011169
"TNRC18",0.351323268,0.08745248,0.135079647,0.243931298,0.156243731,0.198168598,0.100140318,0.027950679,0,0.003126326,0.000765201,0.048559908
"FAM181B",0.097365454,0,0.070918625,0,0,0,0,0,0,0,0.000682912,0
"TMEM30B",0,0,0.120428906,0,0,0,0,0,0,0.003083012,0.000475519,0
"DEXI",0.72197073,0.098403743,0.32768887,0.258630636,0.286133671,0.30987327,0.338799419,0.347661621,0.935983976,0.122562301,0.096741929,0.1598435
"AL365277.1",0.185615401,0.038852389,0.150906412,0.166836568,0.161060529,0.153095585,0.159736315,0.157986654,0.097344766,0.065534868,0.107688612,0.071104781
"ZNF716",0,0,0.004581752,0,0.007350374,0,0,0,0,0.002169371,0,0
"NOP10",1.09775174,1.701679196,0.806752486,1.382820325,0.886084538,0.934651207,0.71270023,1.856020613,2.256019263,0.808183682,0.550716935,0.381382057
"FAM89A",0.103061611,0.050993271,0.098995606,0.121937444,0.306500608,0.177538783,0.248028836,0.891521436,0.073429721,0.358319623,0.341096291,0.358895372
"KCNIP1",0.157715282,0.04175595,0,0,0.010188373,0,0,0.007394844,0,0.000903663,0,0
"TDRKH",0.209794935,0.019991567,0.026293605,0.051347898,0.058114641,0.09866243,0.086916946,0.10609691,0.104492464,0.057522308,0.04326044,0.035580445
"ZNF708",0.24087298,0.104343309,0.324113859,0.144929743,0.275706294,0.152393259,0.13452621,0.241502298,0.06080162,0.128842594,0.186374256,0.2770089
"IST1",0.587559529,0.340690818,0.340056159,0.422437426,0.346286998,0.404273753,0.356881559,0.465189729,0.05667283,0.181665321,0.269420161,0.219988414
"ERCC6L2",0.604042804,0.109525748,0.247490284,0.546975754,0.510201636,0.466787546,0.448391195,0.363691501,0.106051252,0.208486227,0.222454794,0.230431427
"MRPL41",1.701377513,0.983713194,1.241802028,1.977347894,1.448048484,1.365717707,1.658249564,2.816379884,2.826327294,1.144651447,0.678546844,0.708133922
"CREB3L2",0.108500537,0.426785842,0.061342134,0.331621117,0.118971353,0.074795569,0.057028704,0.114960107,0,0.056755877,0.074646695,0.042577286
"TP53TG1",0.217541576,0.286197874,0.491235057,0.49250995,0.296416323,0.432607351,0.362215527,0.923369216,0.347561253,0.297641337,0.143898169,0.110903573
"UNC5C",0.0435711,0.018976589,0.017668216,0.016950102,0.006827958,0.006862196,0.008137746,0.011209549,0,0.076887549,0.100539125,0.157828405
"TSEN54",0.444249439,0.103436193,0.386903244,0.143894327,0.312528902,0.239198771,0.191319964,0.123901076,0.044388688,0.074929236,0.090962086,0.096127664
"RGMA",0.05743362,0,0.153670611,0.003898969,0.013397677,0,0,0.00544812,0,0.002599187,0.001226482,0
"ASB18",0,0,0,0,0,0,0,0,0,0.000715826,0,0
"UBA7",0,0.303008494,0.060020337,0,0.004858263,0,0,0,0,0.003185901,0.000685233,0
"MRPS16",0.912766163,0.545126509,0.612237226,0.917728959,0.528418669,0.619938319,0.603966113,1.292261099,0.463832477,0.696398237,0.546563661,0.458989313
"FAM159A",0.069598591,0.355310568,0,0,0,0,0,0,0,0,0.001272943,0
"RAD51B",0.037293172,0.115510821,0.100206116,0.076287484,0.049570033,0.063994427,0.00965051,0.093605181,0,0.04655288,0.062816825,0.018147962
"LDOC1",0.700402035,0.049598939,0.324727003,1.318055668,0.592776074,0.843892522,0.58386831,0.403722399,0.801245496,0.261919029,0.195087617,0.234214462
"ARL6IP4",0.032910608,0.021676663,0.009851695,0,0.017485717,0.008116646,0,0.004447918,0,0.002207063,0.001309726,0
"EXT1",0.085600473,0.041956287,0.041813887,0.236745854,0.155416199,0.204054414,0.057167098,0.051650903,0.060326058,0.049863447,0.066701456,0.097606301
"SHMT2",0.122330252,0.182223916,0.314806309,0.123396777,0.174974076,0.15485251,0.036140716,0.02332071,0.040399479,0.032633644,0.025085095,0.021434244
"MOB2",0.532758519,0.254991321,0.311660963,0.238438402,0.311912213,0.298622433,0.323297121,0.397269719,0.243605644,0.372219208,0.274116449,0.237312847
"HHIPL1",0.062360704,0.027395055,0.031164841,0.034274263,0.050621107,0.025272825,0.0189748,0.009607818,0,0.003477881,0.00343873,0
"ATP6AP2",1.68375698,1.540930708,1.475491885,1.573216937,1.326120421,1.371372739,1.327883486,0.822072194,0.679075234,1.352977344,0.339168654,0.43074769
"ZAR1",0,0,0,0,0,0,0,0,0,0.00056839,0,0
"CYB5D1",0,0,0,0,0,0.015627184,0,0,0,0.013412584,0.013004768,0
"FAM153B",0.127692954,0,0.047366543,0.005523337,0,0,0.010002227,0,0,0.002144244,0.003695667,0
"BACE2",0,0.043793413,0.036842791,0.0213071,0,0.00771453,0.009492505,0,0,0.002693785,0.001742509,0
"UBE2E2",1.226087937,0.362409064,0.36358294,0.893060928,0.583961504,0.608492674,0.133455051,0.529957611,1.87043176,0.008569192,0.005655887,0
"SYNM",0.339049012,0.017345074,0.840896689,0.239162777,0.031415126,0.042116439,0.036525279,0.103984573,0.045725194,0.06333815,0.069521301,0.056164692
"KCNA4",0.189360905,0,0.161519686,0.046366128,0.154172856,0.183203963,0.141522007,0,0,0.000470339,0,0
"GABRG3",0.299233782,0,1.543273421,0.012986206,0.04411965,0.009748714,0,0.004335867,0.100725537,0.005813801,0.006677661,0.028137472
"PRR34",0.021456018,0.045964649,0.006798909,0.01297399,0,0.007139533,0.019689685,0,0,0.010708711,0.011002772,0
"FIGN",0.442487882,0.022306313,0.099746,0.012965311,0.769617938,0.274868956,0.127076621,0.022715162,0.108615296,0.002626582,0.005064477,0
"IZUMO1",0,0.0637872,0.004410443,0.004435354,0,0,0,0,0,0,0.000677456,0
"B4GALNT4",0.238676413,0,0.21378654,0.056602745,0.08989558,0.098180931,0.078218788,0.023007346,0.100725537,0.004690788,0.006272263,0
"AP1S2",1.523012642,1.029181909,0.584050791,1.340067407,1.024175228,0.46902818,0.722056693,1.364408146,1.248439251,1.097200231,0.744431154,0.537316427
"C8orf33",1.206594812,0.264146032,0.720261924,0.71789727,0.783224972,0.801065023,0.580016577,0.753998029,0.648627569,0.616746935,0.540631242,0.279544903
"DCAF4L1",0.013131886,0.027031509,0.005640949,0.00981653,0,0.029638198,0.007663844,0.005041035,0,0.004863987,0.011709413,0.025634551
"SPACA6",0.176233514,0.12096655,0.275149404,0.148614417,0.133203988,0.151768778,0.089463624,0.05334244,0,0.018676508,0.02584698,0.084599928
"ZSCAN22",0,0.020516614,0.011441778,0,0,0,0.010064939,0.027666659,0.075591322,0.004483264,0.006750052,0
"KCNJ14",0.21573827,0.28492537,0.340439047,0.152774648,0.235049963,0.278643376,0.147656853,0.487579811,0,2.231395338,2.180845149,2.190421416
"FBXL6",0.04396172,0,0.016090085,0.01395733,0.030155559,0.05899193,0.027381323,0.060546516,0.034302829,0.027304001,0.030514542,0.027299421
"C1S",0.020850441,0.021828757,0.151394454,0.014501719,0.014116542,0.017345957,0.018809068,0,0,0.003169877,0.005863435,0
"GLTPD2",0,0,0,0.004179666,0,0,0,0,0,0,0.000550343,0
"KIAA2012",0.014182356,0,0.005482991,0.019771992,0.006228228,0.017143901,0,0.005259528,0,0.004304392,0.00893971,0
"OR5P3",0,0,0.013986854,0.00680335,0.005098841,0,0,0,0,0.036094254,0.040718856,0.047689678
"ZNF804B",0,0.022306313,0.013754174,0.216707853,0.190181873,0.415711155,0.623939087,0.005172013,0,0.000874157,0.001781023,0
"CRIP1P4",0,0,0,0,0.006548716,0,0,0,0,0,0,0
"C17orf77",0,0,0.005350635,0,0,0,0,0,0,0,0.00281565,0
"KBTBD3",0.410830286,0.177201874,0.436501261,0.69866896,0.36185963,0.492379559,0.61338198,0.777344707,0.303932758,0.416888663,0.372813903,0.258196478
"YBEY",0.291864715,0.183775024,0.199856585,0.297851484,0.319781957,0.273616393,0.292337555,0.420315813,0.575396549,0.35109137,0.24306107,0.202920317
"CLN8",0.354346081,0.916347935,0.240619375,0.413808898,0.326414059,0.338800069,0.320457863,0.383102083,0,0.220085498,0.211785279,0.175742432
"AC138028.1",0,0.029497681,0,0,0,0,0.009342917,0.004978091,0,0.002801796,0.003295773,0.022075734
"NXPH4",0.079811532,0,0.15695367,0,0.186640602,0.086070949,0.019486418,0.232677022,0,0.006719067,0.001861133,0
"RPL27AP5",0,0.042413309,0.025513688,0.013782761,0.036503668,0.03173239,0.010118388,0.025682413,0,0.017643864,0.01087302,0
"CACNB4",1.624106482,0.323659494,0.108791273,0.012965743,0.182448473,0.043277586,0.086350732,0.006287529,0.060326058,0.008235628,0.020214758,0
"DNM1P46",0.01052646,0,0.052624342,0.06493259,0.004624378,0,0,0,0,0,0,0
"TRAPPC6B",0.770518415,0.168400684,0.378746754,0.620177615,0.491829972,0.526346432,0.384719814,1.077199531,0.910149415,0.46313752,0.464956582,0.5322891
"PGBD4",0.123280777,0.01993209,0.124978408,0.113375866,0.090990089,0.11457545,0.016111706,0.179504946,0,0.069635691,0.090236581,0.050290474
"NPLOC4",0.175056977,0.088085483,0.205079311,0.184989358,0.160420399,0.194287514,0.172973695,0.236194857,0.034302829,0.094482139,0.12778178,0.165851242
"TEX19",0,0,0,0,0,0.00742261,0,0,0,0,0,0
"TSHZ2",0.351435453,0,1.082536108,0.477402891,0.20319092,0.178395355,0.056914572,0.01720211,0.040399479,0.009683824,0.007995508,0.025351422
"CAPN12",0,0,0.012194349,0,0,0,0,0,0,0.00105302,0.001308559,0
"EXOC7",0.781112465,0.263372329,0.667949302,0.629229182,0.537095262,0.627647666,0.509220211,0.564217569,0.159286541,0.315163126,0.460967243,0.24724894
"OR2B8P",0,0,0,0.004312984,0,0,0,0,0,0,0,0
"KPNA2",0.180393093,0.311681897,0.310778345,0.219144621,0.335444399,0.214518625,0.169250172,0.289913598,0.319053737,0.257461915,0.164046396,0.116577767
"NCF1B",0.0097421,0,0,0,0,0,0,0,0,0,0,0
"XKRX",0,0,0,0,0,0,0,0,0,0,0.001337585,0
"BGN",0.039530561,0,0.006316987,0,0.006719275,0,0,0,0,0,0,0
"CEP97",0.342361157,0.10534462,0.306928876,0.321030419,0.297069953,0.235958518,0.227481333,0.257634522,0.232011693,0.157615347,0.167893276,0.203820291
"LHFPL1",0.009732975,0.021828757,0,0,0,0,0,0,0,0,0,0
"FES",0,0.087719506,0.030530986,0,0,0.014858272,0.020742986,0.004407444,0.075591322,0.010453109,0.013539151,0.046603148
"GLRX5",0.899225875,0.32347572,0.369790076,0.486866044,0.415441165,0.412904283,0.495741186,0.980589975,0.817672328,0.268009876,0.17789989,0.161553116
"FAM104B",0.416624807,0.276644982,0.314926808,0.365706459,0.329379785,0.206964846,0.295346454,0.496743975,0.204337196,0.484146956,0.303219279,0.213028565
"TBPL2",0,0,0.006385005,0.004705703,0.00485174,0.008427951,0,0.005322345,0,0.001748574,0.001024063,0
"OR7E115P",0,0,0,0,0,0,0,0,0,0,0.001242255,0
"MXRA7",0.7506143,0.08441443,0.64605576,0.520227981,0.486550758,0.419810207,0.365601304,0.834684879,0.187211014,0.430681562,0.371875901,0.468910363
"LIMK2",0.0799125,0.118535381,0.218727997,0.020671701,0.068409521,0.160764757,0.197039386,0.226174689,0,0.160753871,0.155997856,0.145340564
"MFSD5",0.161221144,0.065090042,0.122031901,0.04849401,0.115226682,0.01698732,0.066948012,0.32886062,0.064401642,0.095688215,0.145242362,0.118777046
"RNASE10",0,0,0,0,0,0,0,0,0,0.00056617,0,0
"ADI1",0.402029074,0.507504087,1.574132389,0.185361956,0.09527235,0.180323098,0.155145256,0.416708594,0.233015306,0.177693105,0.140689423,0.16963535
"RWDD4",0.398332204,0.273004257,0.311234479,0.312364531,0.212044367,0.172622721,0.242937823,0.220129017,0.035885001,0.168759374,0.157724202,0.191787414
"SPNS3",0,0.156570069,0,0,0,0,0,0,0,0,0,0
"CLEC4G",0.173903884,0.026332969,0,0.004010125,0,0.008284701,0,0,0,0.001172028,0.000626118,0
"SATB1",0.494272002,0.166571107,0.17396774,0.182278144,0.044961242,0.080473812,0.080604741,1.023621764,0.167659003,0.242988791,0.297646094,0.269483482
"NXPH3",0.022290583,0,0.066936941,0.035755408,0.383118497,0.029307728,0.066149031,0.005325483,0.040399479,0.002256618,0.001542448,0
"CSF1R",0,2.194689195,0,0,0,0,0,0,0,0.000603779,0,0
"EPHB3",0.087189593,0,0,0,0.008260333,0,0,0,0,0.000466038,0.000470653,0
"VCX",0.012194182,0,0.005649681,0.009479853,0,0,0,0,0,0.001001297,0.000692075,0
"ACTL10",0,0,0.022359206,0.004647303,0,0,0,0,0,0,0.001730419,0
"EPGN",0,0,0,0,0.00489278,0,0,0,0,0,0,0
"LINC00334",0,0,0.007288634,0,0,0.007651082,0,0,0,0.002213187,0.003009476,0
"C2orf82",0.114531369,0,0.983246549,0.053817325,0.057887645,0.090593276,0.067508199,0.030105094,0.125125859,0.017598998,0.00865342,0.067884573
"HS3ST4",0.021461231,0,0,0.003942824,0.009479216,0.384311347,0.154842219,0,0,0,0.000539369,0
"TRAK1",0.460608342,0.350846175,0.669977413,0.227877726,0.354238306,0.405440215,0.295800526,2.012374368,0.350339144,1.227677818,1.192293956,1.218408827
"TSPAN10",0.021250741,0.049779271,0.076102616,0.114047957,0.07570439,0.071127572,0.038688446,0.165155976,0,0.10048712,0.085464928,0.069326202
"OR2V2",0,0,0,0,0,0,0,0,0,0.000493889,0,0
"PLCB1",0.285635589,0,0.336723789,0.003682425,0.033550775,0.02444839,0,0,0.242521524,0.003022163,0.004245248,0
"SKA2",1.234648889,0.349861231,0.744729483,0.948715566,0.80741226,0.851007503,0.80054905,1.559423739,1.096009546,0.967020179,0.623186687,0.481286912
"NDN",1.277547893,0.118717697,0.688798612,0.591442526,0.68198807,0.849151065,0.802258472,0.545549116,0.426885832,0.558467372,0.357578716,0.289134884
"CCDC172",0.014052094,0.028287639,0.028580904,0.028645668,0.016744885,0.033215767,0.015169724,0.031575899,0.053111561,0.299112367,0.230557094,0.181723432
"LINC01006",0.193768115,0.041705588,0.196544699,0.271050367,0.232731992,0.193209668,0.107910251,0.384227287,0.120137657,0.198927802,0.207803009,0.161650753
"NTM",1.451290246,0.470524073,0.715989486,2.027676981,1.013705667,1.564537673,0.580531935,3.331937689,0.694751195,2.830633559,4.112415546,4.156239894
"TTC3",3.321771771,0.774931244,2.333552404,3.374972431,2.976964135,3.23218661,2.822670368,3.346786931,1.273292818,1.528506159,1.496822168,1.503004126
"KCNB2",0.595037442,0,0.011185771,0,0.094496542,0.039234855,0.670813515,1.633189991,0,0.005626955,0.001293326,0
"PPP1R27",0.011672554,0,0,0.114608146,0.053366728,0.029832484,0,0,0,0.000535278,0.001502849,0
"BRICD5",0.128051545,0.023432769,0.077879416,0.090126052,0.100033414,0.091913973,0.037244218,0.286652344,0,0.034032986,0.050119438,0.094669308
"GALR2",0,0,0,0,0,0.008609499,0,0,0,0,0.000640394,0
"RESP18",0.061693837,0,0,0,0.00620633,0,0,0.004565558,0.053111561,0.003349157,0.003376222,0
"IGIP",0.51978687,0.047077347,0.069536272,0.260674959,0.283521979,0.224792221,0.264071083,0.210358385,0.140818191,0.06657642,0.08058992,0.109656386
"TSKU",0,0,0.150546257,0.017023985,0.039280078,0.082635564,0.067077428,0,0,0.003551616,0.000671596,0
"ANXA2",0.202343751,1.089553689,0.133949159,0.035728132,0.029810144,0.02366736,0.039577604,0.012387939,1.543143352,0.009252009,0.006437439,0
"SEPHS1P1",0,0,0,0,0,0,0,0,0,0,0.000582955,0
"RGS6",0.287293947,0,0.00499729,0,0,0.009156944,0,0,0.044388688,0,0,0
"SLC35D3",0.058949268,0,0,0.009717882,0,0.015034911,0,0,0,0,0,0
"PAQR7",0.065564857,0.07266006,0.022720739,0.035676582,0.029260762,0.064379482,0.028653941,0.038492615,0,0.009090049,0.008798195,0
"PAPPA",0.991870541,0,0.010477344,0.003682425,0.052992298,0.016094766,0,0.00787092,0,0.004566322,0.002503109,0
"MAFA",0.051724709,0,0,0,0,0.009748714,0.008376757,0.006960312,0,0.002260503,0.003172683,0.025530793
"NGRN",0.177961415,0.043250687,0.137569046,0.171934738,0.120680438,0.158579263,0.111634716,0.118931711,0.060103776,0.076204048,0.061566064,0.096369488
"GRID1",0.026454465,0.021985996,0.004977202,0.156731114,0.037634052,0.143733494,0.037915983,0,0,0.00118427,0,0
"RPS17",3.114380904,5.420883283,3.751294599,3.848127644,3.565890417,3.478742802,3.390133314,4.12156819,4.295752022,4.586054791,3.818413301,3.08688582
"HCAR2",0.035268736,0,0,0.00426858,0,0,0,0,0,0,0,0
"CCDC87",0,0,0.004708044,0.005953397,0.015593435,0.010561458,0.010339261,0.00566062,0,0.040688049,0.033481536,0
"GSTA5",0,0,0,0,0,0,0,0,0,0.000790829,0,0
"C1orf116",0.009349131,0,0,0,0,0,0,0,0,0,0,0
"TMEM198B",0.265952181,0.093003839,0.572606139,0.339937568,0.11671978,0.17141982,0.210483058,0.199653935,0.044388688,0.066028626,0.093007792,0.171645227
"CRIP2",0.339018398,0,0.558577824,0.012339251,0.031292198,0.044001519,0.029910323,0,0.663276116,0.010812802,0.006298887,0
"DDX28",0.133579006,0,0.048368787,0.053466408,0.047547919,0.015115374,0.074272753,0.062287194,0.034302829,0.075917558,0.066122693,0.065195268
"ACBD3",0.435897489,0.226742708,0.309401544,0.204172491,0.254788465,0.261865881,0.238324738,0.418484551,0.061740133,0.226787245,0.194337478,0.177179678
"C16orf72",0.190329048,0.140538988,0.17938408,0.232418321,0.140557673,0.270137577,0.184139648,0.164946631,0.165396808,0.06928622,0.069627752,0.096027668
"PLCXD3",0.070241246,0,0.005998102,0,0.00621921,0.01844044,0.010128128,0,0,0,0.000648177,0
"RRP7BP",0.172744129,0.06307431,0.125981068,0.115284857,0.090313908,0.132268632,0.083268192,0.18336093,0,0.093366411,0.14016729,0.169017163
"VMO1",0.030541239,0.873881494,0.037025248,0.234221104,0.092726491,0.17145384,0.148320314,0.005093367,0.044388688,0.027614042,0.019883208,0.026189258
"ALG12",0.167333577,0.062737792,0.081012766,0.105924232,0.089533412,0.055956521,0.060332877,0.152492987,0,0.08604139,0.085758755,0.047733409
"LCK",0,0.086510935,0.005914439,0.004279875,0,0,0,0,0,0.000541724,0.00185942,0
"GALNT9",0.104234511,0,0.023989226,0.046698167,0.064829168,0,0.028852759,0.005404579,0.153490017,0.001637086,0.000731145,0.024030123
"COL18A1",0.126536647,0.215497652,0.750857031,0.04882407,0.032433393,0.023728891,0.018734806,0,0.066898316,0.003634409,0.003321301,0
"RBM10",0.304295961,0.164965636,0.244448084,0.375702079,0.309403406,0.342196752,0.286595949,0.281185646,0.164697889,0.241139344,0.172398386,0.206295184
"PRKCZ-AS1",0,0,0.021758392,0.026311104,0.03077975,0.045148015,0.009705118,0,0.034302829,0.007515716,0.006288401,0.047833614
"AC007685.1",0,0,0.005403526,0,0,0,0,0,0,0.003075691,0.00072861,0
"GLUD2",0,0.02300899,0.004807156,0,0,0.007982605,0,0,0,0.003168724,0.004426906,0
"TMEM95",0,0,0,0,0.005504967,0,0,0,0,0.001204143,0.000573322,0
"RPL35A",3.887369419,5.290173437,3.850044612,4.8415437,4.39327636,4.430089293,4.438581682,4.745915899,4.805518215,4.962389342,4.160072082,3.501411423
"RGS7",0.777478671,0,0.046949169,1.762854156,0.278363901,0.343822105,0.238082826,0.011968995,0.05903879,0.006593443,0.007597675,0
