"","Neuron.Type.2","Undefined","Glutamatergic.neuron","Neuron.Type.1","Oligodendrocytes","Astrocytes.Type.1","GABA.ergic.neurons","Oligodendrocyte.progenitor.cells","Microglia","Endothelial.cells","Astrocyte.Type.2","Neuron.Type.3"
"AVL9",0.065264385,0.015013104,0.122018637,0.164859351,0.101722971,0.123041979,0.077332979,0.082067627,0.088894251,0.086990492,0.14272118,0.061246262
"AZGP1",0.000574807,0.007112778,0.004687557,0.001617084,0.055178761,0.002826527,0.000573651,0.047731263,0,0.002363331,0,0
"B2M",0.013802098,0.413718613,0.028424204,0.027742864,0.186382209,0.11398037,0.052209802,0.314093831,0.464547904,1.808043553,0.188800572,0.008162642
"B3GAT1",0.128026313,0,0.2714031,0.215248227,0.148195963,0.055227683,0.121673351,0.130047562,0.030640478,0.030412886,0.019616453,0.143358609
"B3GAT2",0.005553305,0,0.062617224,0.004862931,0.002979648,0.065663209,0.037142182,0.081105142,0.007428198,0.013757786,0.069304795,0.026834496
"BACE1",0.111573737,0.00955952,0.081733719,0.086747497,0.196383723,0.050070787,0.125954161,0.116812761,0.031233428,0.043288779,0.034833263,0.081845263
"BAZ1A",0.012795201,0.052007716,0.016730874,0.011117437,0.057341852,0.037090199,0.01911028,0.046693436,0.171140224,0.156743255,0.097002698,0.003520785
"BAZ1B",0.184793894,0.133246499,0.166669895,0.151577549,0.148036218,0.156684946,0.188750341,0.103495573,0.199935102,0.234850252,0.159730979,0.134644288
"BAZ2A",0.136095871,0.010500631,0.110834348,0.144435154,0.089285729,0.125812477,0.129913211,0.082363839,0.072748368,0.162409527,0.066603726,0.063051541
"BAZ2B",0.310872984,0.059460492,0.268830879,0.309636747,0.843801841,1.057786435,0.305233551,0.524490365,0.621583457,0.419422898,0.378844291,0.071800672
"BBS2",0.083888793,0.034936481,0.079181771,0.092875537,0.138231315,0.201273088,0.08505655,0.147663429,0.045779958,0.02861701,0.156444728,0.018755091
"BBX",0.072708765,0.071852577,0.172072157,0.085929641,0.246567042,0.156822193,0.077765778,0.184352631,0.14854545,0.209229301,0.173489479,0.06611914
"BCAN",0.040483186,0,0.031160962,0.035196494,0.03147351,0.324883907,0.055538907,1.148173424,0.046239542,0.044189219,0.047998997,0.052453751
"BCAS1",0.00967875,0.006192349,0.03997123,0.043649912,0.399244493,0.085027271,0.018617248,0.469955133,0.031679002,0.020175881,0.056640724,0.023614382
"BCAT2",0.050198088,0.017650143,0.027849293,0.029030297,0.028738042,0.122150559,0.041248181,0.042010779,0.018245412,0.053447558,0.142191576,0
"BCCIP",0.064100412,0.267300569,0.051261331,0.077156047,0.055849292,0.047702884,0.069281855,0.040085334,0.031746831,0.086729736,0.071631758,0.016757046
"BCL6",0.025347541,0.013143455,0.033261585,0.015728753,0.036520476,0.206400459,0.052683764,0.131048354,0.031474652,0.084409206,0.259258582,0.023429144
"BCLAF1",0.205232983,0.159907606,0.198578699,0.219140401,0.170713705,0.210058871,0.217674871,0.134486222,0.177076846,0.239975186,0.237987293,0.0983827
"BDH2",0.000546429,0.055948722,0,0.000915879,0.027475267,0.03868314,0.00370929,0.005815179,0,0.049558787,0.017623965,0
"BDP1",1.061855161,0.131070078,0.907236047,0.701268803,0.345325775,0.368339244,0.714748068,0.361690887,0.568848147,0.378347518,0.332347495,0.16622204
"BEST1",0.006910195,0,0.018709982,0.013634174,0.134454648,0.056952207,0.011254222,0.084723635,0.03619763,0.011161577,0.003900083,0
"BHLHE41",0.041989877,0.016922397,0.005983459,0.097746553,0.072763184,0.095192906,0.039609339,0.027756028,0.5766957,0.010825371,0.215841323,0.066320275
"BICD1",0.137704861,0.036876866,0.15687292,0.096851254,0.059544977,0.155501285,0.180458925,0.059300429,0.047432591,0.037149667,0.055002457,0.133960234
"BICD2",0.048293459,0.036904816,0.059745823,0.067431469,0.036894357,0.048162256,0.037190482,0.057745758,0.098066124,0.049388917,0.071485682,0.091178289
"BIN1",0.211013374,0.088093045,0.297526992,0.361940471,0.36469736,0.071050086,0.193680391,0.058945638,0.270403913,0.038018835,0.027568122,0.08011969
"BIRC6",0.21565707,0.04113901,0.186824586,0.188928236,0.182812757,0.170633958,0.179437947,0.20453107,0.142665646,0.124959748,0.089406848,0.053033347
"BLNK",0.001588263,0,0.00272255,0.003233416,0.004176301,0.010308546,0.001215652,0.00512062,0.253808355,0.012485195,0,0.016140353
"BLOC1S1",0.024774153,0.22764104,0.021725984,0.039762268,0.054953126,0.043006818,0.024264982,0.038566533,0.01106763,0.063016755,0.059668055,0.012681211
"BMP2K",0.022349157,0.015912887,0.021059212,0.013881895,0.018287731,0.127506479,0.024300603,0.01663026,0.276955896,0.02540161,0.081600509,0.00872501
"BMP7",0.00165226,0.005406296,0.023631654,0.005888121,0.02430597,0.097951315,0.012338353,0.190531478,0,0.004144944,0.161525177,0.005698055
"BMPR1B",0.0014153,0.005035514,0.010017319,0.007968262,0.003037709,0.125501694,0.002381063,0.001627616,0.008534087,0.002435101,0.107956117,0.004801282
"BNIP3L",0.079630419,0.013027457,0.078003282,0.078979096,0.099366295,0.052451879,0.069448596,0.064247124,0.069567093,0.084096462,0.106392744,0.200302451
"BOD1L1",0.547157337,0.088670594,0.4294835,0.458394256,0.480608875,0.479954509,0.607065112,0.41770791,0.626623601,0.347177844,0.376709727,0.215057106
"BOK",0.006493813,0.009087869,0.011967631,0.002967253,0.110731823,0.014509671,0.010562193,0.016975845,0.006018811,0.011052543,0,0.003208058
"BPTF",0.517730575,0.142994095,0.519036302,0.583581093,0.620181175,0.59187063,0.521687596,0.551203596,0.442131383,0.416232292,0.560306942,0.230519694
"BRCA1",0.013593957,0.059936417,0.011407148,0.010690021,0.040342953,0.034465296,0.030813301,0.011315713,0.007066765,0.035507284,0.04880998,0
"BRD2",0.090826087,0.192722007,0.080105212,0.093562112,0.081635722,0.128317893,0.117129293,0.087243396,0.128051137,0.173185069,0.209827943,0.109273168
"BRD3",0.061837509,0.046687065,0.064297062,0.062991003,0.058587664,0.063715136,0.09199069,0.064251721,0.037741192,0.074427017,0.129537231,0.047049735
"BRD7",0.038933999,0.069466741,0.035778821,0.048574605,0.066764703,0.042812296,0.045981413,0.063626108,0.057833653,0.095094719,0.070883481,0.056296633
"BRD8",0.119530028,0.233366851,0.053811264,0.081437413,0.066317825,0.089170181,0.132452577,0.092961255,0.037712246,0.092597359,0.077939826,0.044494649
"BRD9",0.084708169,0.09885624,0.070857026,0.061732073,0.060092602,0.063250486,0.070064844,0.047607582,0.043044866,0.029655257,0.07095847,0.028283455
"BROX",0.029688762,0.056948694,0.02999673,0.028327215,0.049982852,0.027929912,0.039495606,0.051618281,0.138376067,0.051230856,0.03750616,0.014120473
"BRWD1",0.272640291,0.106960902,0.287186445,0.306155527,0.16890409,0.218617863,0.196660225,0.180950756,0.194151951,0.176005772,0.191582466,0.105471033
"BSDC1",0.09354597,0.034680037,0.077596859,0.088403365,0.070310434,0.067098585,0.095827503,0.065249827,0.071716408,0.076659367,0.098283642,0.069937881
"BSG",0.068555739,0.176766476,0.101394382,0.093669546,0.049974892,0.078045411,0.064324515,0.089952005,0.057384287,0.940770306,0.084825569,0.106648574
"BTAF1",0.048581761,0.12380273,0.080482831,0.064819221,0.066065495,0.058565206,0.041841479,0.059529023,0.057114632,0.070184628,0.05048473,0.004499174
"BTBD7",0.089984994,0.033038131,0.115872524,0.104215194,0.078227582,0.103739539,0.088734736,0.088445139,0.141999857,0.103753918,0.04418807,0.016124771
"BTF3",0.030152854,0.910037169,0.024176925,0.022905413,0.04384712,0.042481516,0.03774165,0.041796973,0.009570625,0.135228112,0.072512725,0.035897974
"BTG2",0.0088224,0.027323822,0.004140886,0.027630639,0.028835818,0.041436517,0.006295051,0.053533262,0.133860542,0.258927933,0.255559688,0.006700763
"BTNL9",0.122107586,0.03178855,0.168649267,0.47791562,0.010835768,0.0181608,0.014724831,0.005721791,0.008614609,0.391149526,0.012957846,0.023353917
"BUB3",0.028248295,0.248973641,0.025197579,0.021108897,0.044190897,0.040528579,0.029264476,0.027797091,0.062979331,0.020226123,0.030678206,0.028702913
"C10orf90",0.001790609,0.009709074,0,0.001960549,0.05066008,0.004118065,0,0.02511557,0,0,0,0.005545577
"C11orf54",0.068370462,0.015650659,0.052279456,0.078681523,0.069823907,0.078568196,0.083629881,0.109098029,0.052122787,0.074353399,0.07723241,0.008201778
"C12orf76",0.068440733,0.039047751,0.043244182,0.053351214,0.123610154,0.049590286,0.051812354,0.047851118,0.023670965,0.026055153,0.028324529,0.056051322
"C1GALT1",0.038541699,0.015125027,0.020717947,0.025598359,0.083702876,0.058575502,0.023390089,0.079973715,0.032017468,0.059119061,0.097550804,0.021675943
"C1orf122",0.048735408,0.071116084,0.044038927,0.026886265,0.084012963,0.045074335,0.051141241,0.02515529,0.014655595,0.031088642,0.008803551,0.026051233
"C1orf198",0.00644185,0,0.017636768,0.007040847,0.076287711,0.073753884,0.013132948,0.022057421,0.012335618,0.018472762,0.180621477,0.00377515
"C1orf43",0.061565102,0.103387826,0.049734081,0.055166658,0.104518639,0.058375465,0.081043009,0.095768645,0.075270303,0.13697934,0.071346188,0.098579016
"C1orf61",0.072981774,0.04836604,0.13523323,0.075698707,0.081325847,0.877317368,0.123632618,0.546331788,0.040531907,0.058904241,0.070693454,0.071086181
"C1QB",0.001732856,0.014091459,0,0.004378664,0.008499179,0.006548088,0.002144324,0.009830599,0.437000659,0.005514219,0.005241153,0
"C1QBP",0.018912492,0.918467212,0.007192901,0.028588015,0.015430534,0.021207889,0.016006339,0.009891867,0.005287785,0.016289292,0.046223905,0.04128316
"C21orf91",0.002617541,0.025389408,0.015610102,0.034037409,0.068423971,0.012726943,0.00300793,0.016450135,0.006934888,0.007135809,0.033956197,0
"C2orf68",0.013821045,0.046387374,0.006700245,0.003481954,0.042103911,0.048963601,0.020143245,0.060985427,0.048745936,0.029897191,0.068448874,0
"C2orf72",0.074800044,0.006767235,0.204857102,0.086039913,0.017326872,0.173018434,0.042985468,0.042008482,0.003244203,0.043008985,0.022242151,0.023042109
"C3",0.001514826,0.018095167,0.004140128,0.003643445,0.016728805,0.031266937,0.003722907,0.013036082,0.604796822,0.015389586,0,0.003592759
"C4orf48",0.061763041,0.668660741,0.057547282,0.062030043,0.184198064,0.072991515,0.066842783,0.057288839,0.034783536,0.025054942,0.143470965,0.110103474
"C5orf24",0.061732496,0.066236669,0.055217695,0.058608415,0.074786467,0.039035235,0.07682984,0.054008293,0.051802157,0.098047764,0.074648613,0.074942863
"C5orf51",0.020193486,0.030732807,0.02194861,0.016675675,0.040453106,0.030161998,0.02474666,0.024996013,0.028613857,0.021368869,0.018685371,0.018681862
"C6orf62",0.166961188,0.14941909,0.223038511,0.135336064,0.102606792,0.217334688,0.124338392,0.111486938,0.289746101,0.145248075,0.211168494,0.162845615
"C6orf89",0.094521767,0,0.09494757,0.083970071,0.099035122,0.078147245,0.093400672,0.11966809,0.045107144,0.086164381,0.105105622,0.06187887
"C9orf78",0.063557871,0.021589479,0.082214687,0.089338469,0.06840145,0.04799486,0.081015004,0.058302912,0.065747904,0.121071493,0.107845778,0.082325296
"CA2",0.006398837,0.90363057,0.01204367,0.006080674,0.2587585,0.047305901,0.034928789,0.02153858,0.010259838,0.197394107,0.032220102,0
"CACNG8",0.505624033,0.005339199,0.824177077,0.54812866,0.039976228,0.057855635,0.558962114,0.097711188,0.069302124,0.077972529,0.030808151,0.471146267
"CADM1",0.118783332,0.031001739,0.16795326,0.136248226,0.154629733,0.31714674,0.162519839,0.289799852,0.050311205,0.011706233,0.238928473,0.060559095
"CADM2",0.363262425,0.009739777,0.27112494,0.385322446,0.249696531,0.177730731,0.38837056,0.51634421,0.077060527,0.064489405,0.052408312,0.594559845
"CADM4",0.026665449,0,0.022669546,0.007910948,0.129752263,0.057387868,0.090499655,0.166620162,0.006030702,0.031231372,0.07010211,0.03559308
"CALCOCO2",0.080416746,0.058110875,0.1117254,0.04771739,0.074213913,0.0832763,0.06848498,0.047154434,0.091531331,0.164720088,0.053635339,0.005142307
"CALD1",0.168636682,0.076856859,0.154078901,0.091448704,0.332093461,0.147474784,0.142954364,0.234394431,0.041710701,0.521548472,0.056059416,0.029474122
"CALM1",0.967979555,0.403761332,1.104128047,1.33048183,0.438839762,0.498545023,0.86826479,0.368154532,0.296966868,0.83248823,1.019645856,2.456689595
"CALM2",0.587463066,0.856916564,0.716747699,0.666759511,0.507205432,0.482397984,0.435674628,0.37836129,0.258374986,0.471191444,0.596658423,1.415944912
"CALR",0.04345748,0.20879753,0.063534383,0.048921796,0.065671582,0.071612105,0.076089871,0.159703121,0.094907964,0.141165131,0.148355762,0.070727461
"CAMK2A",0.573052164,0.013379591,0.917274894,0.792760433,0.042452181,0.087622158,0.183047872,0.042922912,0.08369271,0.096982036,0.0763873,0.909094113
"CAMK2B",0.426933922,0.012797686,0.791875848,0.959592465,0.042232564,0.139358128,0.413163769,0.085697138,0.100785484,0.071272228,0.057066677,0.617003081
"CAMK2G",0.159351936,0.004674406,0.060235851,0.077155613,0.019550481,0.331877742,0.16315821,0.071812642,0.030338658,0.054019706,0.139671344,0.198385872
"CAMK2N1",0.410453191,0.017188974,0.396373092,1.036068142,0.435609394,0.16162546,0.38861734,0.119756151,0.056162057,0.145822273,0.074966221,0.776306494
"CANX",0.088023198,0.198499203,0.07458031,0.083270446,0.206665862,0.149354218,0.204142863,0.251267537,0.143466741,0.239173248,0.546662047,0.157594658
"CAPN2",0.039249692,0.040544994,0.053153289,0.038086547,0.04300313,0.188464815,0.066239888,0.135968108,0.034315023,0.095073706,0.080974013,0.025374123
"CAPS",0.025780199,0,0.032058963,0.014945984,0.033078721,0.046046061,0.020105333,0.035445828,0.055685266,0.034863187,1.306048991,0.008390489
"CAPZA1",0.032097467,0.064860286,0.031757373,0.025002442,0.055924264,0.066654543,0.034778665,0.018748868,0.043938466,0.059940635,0.037717029,0.027769064
"CARD8",0.005454932,0.061510695,0.005815848,0.006557248,0.021719014,0.024433016,0.003923515,0.028474828,0.163688474,0.100030261,0.024985372,0.002785747
"CARF",0.03843338,0.016172624,0.040783179,0.029290751,0.049655243,0.057635037,0.039585236,0.055063504,0.031679726,0.025413996,0.098789415,0.002813326
"CARHSP1",0.002192237,0.092370009,0.008016982,0.005039803,0.039528495,0.018246689,0.016585461,0.028673102,0.009019438,0.070768795,0.007985865,0.014454467
"CARNS1",0.009686834,0.008490693,0.021544024,0.019859971,0.494548533,0.042517482,0.010720398,0.060515036,0.015400689,0.017926671,0.019962999,0.004869237
"CASP8AP2",0.201050295,0.09187982,0.1793921,0.159257228,0.102695526,0.12877468,0.179303274,0.095676049,0.115826597,0.109831035,0.121765634,0.065752846
"CAST",0.134447594,0.083951655,0.060703323,0.046851476,0.100235628,0.119405924,0.112363773,0.08660242,0.164297954,0.301364472,0.288329189,0.08786706
"CAT",0.008821185,0.00787904,0.012931692,0.014962131,0.035989676,0.04321433,0.004099638,0.025368535,0.017393224,0.030310029,0.122077353,0.009865165
"CBFB",0.00940302,0.040918968,0.025974268,0.00898231,0.054194054,0.039091356,0.009880426,0.054502293,0.071937919,0.030981968,0.032026969,0.005438244
"CBR1",0.011607817,0.066552678,0.027755853,0.035794062,0.228568779,0.067825261,0.021988445,0.056092119,0.00783994,0.017916569,0.038720389,0.009024246
"CBR4",0.051237608,0,0.049679614,0.021821313,0.076397123,0.06372995,0.04909766,0.044221873,0.087401732,0.017231768,0.05673146,0.022184589
"CBS",0.025800151,0.223376082,0.009135743,0.004864015,0.030032404,0.127262294,0.018708678,0.04245435,0.018987474,0,0.006263171,0.005169245
"CBX3",0.107218931,0.779221121,0.088887659,0.078275902,0.066930359,0.069840799,0.099331165,0.084970552,0.139290109,0.121542495,0.086059467,0.106520434
"CBX5",0.059569397,0.102112203,0.045658648,0.092889782,0.054092391,0.101851364,0.083164962,0.111829117,0.071518973,0.058813762,0.159293595,0.108516497
"CCAR1",0.304820222,0.09853487,0.269928245,0.235829703,0.259197594,0.269427063,0.283313614,0.275810427,0.336810248,0.242154849,0.217171158,0.047421269
"CCDC112",0.075521354,0.037913105,0.088554633,0.053787657,0.073145339,0.040626781,0.061131027,0.037902469,0.084286049,0.023998267,0.009799263,0.012428389
"CCDC14",0.182414412,0.135772778,0.101657687,0.053857079,0.092618744,0.16823604,0.147726548,0.153359634,0.093296545,0.043390735,0.127393856,0.026020027
"CCDC146",0.044588893,0,0.069640091,0.032393553,0.045084728,0.060111132,0.04193794,0.096738697,0.05787929,0.033374954,0.913400845,0.012008071
"CCDC152",0.009919287,0,0.005978935,0.04009879,0.07676912,0.020742661,0.029873603,0.054272355,0.005315695,0.007518413,0.089460863,0
"CCDC173",0.03348604,0,0.035475997,0.043970445,0.001173355,0.068970078,0.009052819,0,0.00634341,0.00167139,0.424741326,0.002980033
"CCDC174",0.077922437,0.086190344,0.061242907,0.061488191,0.060951301,0.057786109,0.064885238,0.038484225,0.038926503,0.069023108,0.046941894,0.018310047
"CCDC18",0.038447267,0.117150359,0.042667148,0.030554716,0.026850501,0.047245796,0.038580037,0.016512608,0.136428648,0.031717266,0.028961897,0.020495956
"CCDC47",0.051723427,0.097447563,0.052161029,0.078992842,0.070514069,0.045793087,0.070358834,0.049590838,0.050717326,0.112116651,0.101434372,0.08344292
"CCDC50",0.036207567,0.02300269,0.017185817,0.021474009,0.030281099,0.080845551,0.055071946,0.378963635,0.102884296,0.261267842,0.034360339,0.026194071
"CCDC66",0.248467769,0.082651536,0.205382229,0.191878528,0.158933634,0.122610643,0.234275702,0.103474711,0.124729172,0.115276567,0.193350896,0.01846885
"CCDC7",0.029670058,0.014373661,0.041044624,0.041360586,0.034610694,0.041836954,0.041749452,0.033537234,0.022334526,0.027161413,0,0.013242756
"CCDC82",0.12987211,0.022994439,0.157268442,0.147054722,0.142654307,0.089511818,0.140229911,0.087507933,0.065240986,0.103030232,0.100366483,0.032954022
"CCDC88A",1.4071409,0.096483214,1.404735898,0.872034352,1.744009207,1.09893597,1.442147838,1.174756173,0.936939858,0.344080223,0.324818507,0.252941923
"CCDC88B",0.014904408,0.010001003,0.020893085,0.013368877,0.012898051,0.04577209,0.0178234,0.008854761,0.148810001,0.009107931,0.087027884,0.009943589
"CCDC90B",0.028669995,0.038586224,0.031288382,0.037313369,0.039915568,0.017263257,0.040102492,0.045221876,0.033033707,0.035151587,0.026839498,0.011954018
"CCDC91",0.079613521,0.039144426,0.080666243,0.072296277,0.047697712,0.070549795,0.126810415,0.050158399,0.091659943,0.020871768,0.112877994,0.08789217
"CCDC93",0.109780205,0.066927462,0.094980597,0.066716859,0.050098264,0.10571444,0.099970655,0.089329842,0.052247428,0.042421839,0.159332409,0.020887079
"CCK",0.24984869,0,0.066624374,0.02409176,0.016821639,0.036631304,0.380122984,0.020222983,0.035134847,0.047288522,0.008179962,0.450910163
"CCND1",0.004543701,0.012652753,0.00506231,0.002044741,0.003280864,0.008080402,0.009887705,0.10737583,0.097293258,0.064266935,0.008980558,0
"CCNH",0.032434234,0.101988737,0.043399451,0.046340618,0.042357915,0.035738971,0.062609844,0.043215189,0.058880379,0.030745477,0.015077803,0.030849323
"CCNL1",0.156007358,0.078088531,0.097465981,0.174361706,0.19336916,0.153129328,0.127425189,0.128242152,0.206200431,0.306902686,0.156546557,0.043821325
"CCNT2",0.128463312,0.02060255,0.127547043,0.107744078,0.072769556,0.082507784,0.099401331,0.0825617,0.07879388,0.108691532,0.038151406,0.057821154
"CCP110",0.148859494,0.019524748,0.175569508,0.2332191,0.767545465,0.14628539,0.179647502,0.175936876,0.145985409,0.094695123,0.300579278,0.041883678
